inchiKey,smiles,MolView_url,homo,lumo,verticalExcitationEnergy,redoxPotentialS0,redoxPotentialS1,redoxPotentialT1,dipoleMomentS0,dipoleMomentS1,dipoleMomentT1,zero0s1,zero0t1,ionizationPotential,source_directory
AMAZYTRMFZCCHA-UHFFFAOYSA-N,Oc1csc(n1)[C@]1(O)N=N1,http://molview.org/?q=Oc1csc(n1)[C@]1(O)N=N1,-6.69,-2.41,3.2,1.73,-1.14,-0.39,2.99,2.99,6.11,2.87,2.12,8.14,/scratch/abreha.b/diazirines
AMDDGRBWNRIHLU-DQSJHHFOSA-N,Clc1cnc(nc1)c1ccc(cc1)/N=N\c1ccc(cc1)c1ncc(cn1)Cl,http://molview.org/?q=Clc1cnc(nc1)c1ccc(cc1)/N=N\c1ccc(cc1)c1ncc(cn1)Cl,-6.53,-2.67,2.65,1.46,,,4.89,4.89,3.43,,,7.14,/scratch/abreha.b/photoswitch_flows/benzene_cis
ANEZBUYLPICMKQ-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ccc(cc1)O)C#N)c1ccc(cc1)O,http://molview.org/?q=N#Cc1c(cc(cc1c1ccc(cc1)O)C#N)c1ccc(cc1)O,-6.63,-2.45,3.34,1.77,,-0.78,4.83,4.83,9.26,,2.55,7.77,/scratch/adrion.d/workflow/dicyanobenzene_2_5
ANZMAKQNEXXESU-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ccc(cc1)C(F)(F)F)C#N)c1ccc(cc1)C(F)(F)F,http://molview.org/?q=N#Cc1c(cc(cc1c1ccc(cc1)C(F)(F)F)C#N)c1ccc(cc1)C(F)(F)F,-7.28,-2.96,4.05,-0.91,,,2.27,2.27,0.72,,,8.89,/scratch/adrion.d/workflow/dicyanobenzene_2_5
AONCYTBQCGKYAJ-UHFFFAOYSA-N,c1c[nH]c(c1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1[nH]ccc1,http://molview.org/?q=c1c[nH]c(c1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1[nH]ccc1,-5.25,-2.39,1.5,0.44,-1.76,,0.71,0.71,2.0,2.2,,5.99,/scratch/abreha.b/dibenzoperylenes_2sub
AOYNWEXBKOHTIY-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1[nH]cc(c1)S)c1[nH]cc(c1)S,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1[nH]cc(c1)S)c1[nH]cc(c1)S,-6.22,-3.11,2.13,1.26,,,4.55,4.55,7.85,,,6.98,/scratch/adrion.d/workflow/anthracene
APOLHSNYGCCJHV-SQKWQXNLSA-N,S/C=C/O/C=C\c1cc2c3cc(/C=C\O/C=C\S)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\O/C=C/S)cc(c5ccc4)/C=C\O/C=C\S,http://molview.org/?q=S/C=C/O/C=C\c1cc2c3cc(/C=C\O/C=C\S)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\O/C=C/S)cc(c5ccc4)/C=C\O/C=C\S,-5.38,-2.51,2.86,-4.4,-6.42,-4.64,3.3,3.3,2.69,2.02,0.24,0.13,/scratch/abreha.b/dibenzoperylenes
APYUXZNVMFPUSK-UHFFFAOYSA-N,Sc1coc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1occ(n1)S,http://molview.org/?q=Sc1coc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1occ(n1)S,-5.54,-2.76,1.47,-4.37,,,4.78,4.78,4.38,,,6.29,/scratch/abreha.b/dibenzoperylenes_2sub
AQEFRWAKOPHWLU-UHFFFAOYSA-N,Fc1nnc(nn1)c1cc2c3cc(c4nnc(nn4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1nnc(nn1)F)cc(c5ccc4)c1nnc(nn1)F,http://molview.org/?q=Fc1nnc(nn1)c1cc2c3cc(c4nnc(nn4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1nnc(nn1)F)cc(c5ccc4)c1nnc(nn1)F,-5.97,-3.55,2.41,1.17,-0.21,0.07,0.0,0.0,0.0,1.38,1.1,7.06,/scratch/abreha.b/dibenzoperylenes
AQOQZWYINUJKPQ-HZUVFDMRSA-N,O/N=C/c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=N/O,http://molview.org/?q=O/N=C/c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=N/O,-5.7,-2.67,1.51,0.88,-1.28,-0.38,9.52,9.52,10.16,2.16,1.26,6.81,/scratch/abreha.b/dibenzoperylenes_2sub
AQYFGWINIJJWBQ-KTKRTIGZSA-N,c1csc(c1)/N=N\c1cccs1,http://molview.org/?q=c1csc(c1)/N=N\c1cccs1,-6.24,-2.74,2.51,1.1,,0.75,5.92,5.92,4.67,,0.35,7.17,/scratch/mileson.b/thiophene_cis
AQYFGWINIJJWBQ-MDZDMXLPSA-N,c1csc(c1)/N=N/c1cccs1,http://molview.org/?q=c1csc(c1)/N=N/c1cccs1,-6.34,-2.78,3.15,1.32,,0.22,0.0,0.0,0.0,,1.1,7.36,/scratch/abreha.b/photoswitch_flows/thiophene_trans
ARAMHWZMISYVIN-UHFFFAOYSA-N,Clc1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cc1)Cl,http://molview.org/?q=Clc1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cc1)Cl,-5.42,-2.42,1.51,0.61,,,3.86,3.86,3.84,,,6.27,/scratch/abreha.b/dibenzoperylenes_2sub
ARGXWJAMWQYJGG-UHFFFAOYSA-N,N#Cc1ccc(s1)[C@]1(C#N)N=N1,http://molview.org/?q=N#Cc1ccc(s1)[C@]1(C#N)N=N1,-7.44,-3.0,3.77,2.5,-0.47,0.13,5.69,5.69,6.15,2.97,2.37,9.12,/scratch/abreha.b/diazirines
AROPSCIYRDYONR-BYYHNAKLSA-N,FC(C1=CC=C(C1)c1ccc(o1)/N=N/c1ccc(o1)C1=CC=C(C1)C(F)(F)F)(F)F,http://molview.org/?q=FC(C1=CC=C(C1)c1ccc(o1)/N=N/c1ccc(o1)C1=CC=C(C1)C(F)(F)F)(F)F,-5.66,-3.06,2.66,0.72,-1.21,0.09,3.86,3.86,3.97,1.93,0.63,6.59,/scratch/adrion.d/workflow/furan_trans
ARQIAMJICFNIHJ-QURGRASLSA-N,[O-][N+](=O)c1ccc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(cn1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1ccc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(cn1)[N+](=O)[O-],-6.33,-3.65,2.81,1.45,,0.71,5.89,5.89,7.78,,0.74,7.37,/scratch/adrion.d/workflow/furan_trans
ASLWQARYCMGXGV-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1scc(n1)C)C#N)c1scc(n1)C,http://molview.org/?q=N#Cc1c(cc(cc1c1scc(n1)C)C#N)c1scc(n1)C,-6.66,-3.12,3.45,-0.8,,-3.14,4.95,4.95,6.47,,2.34,7.94,/scratch/adrion.d/workflow/dicyanobenzene_2_5
ASOFOXKPUPKKSS-WCWDXBQESA-N,O=Cn1c(ccc1c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C=O)C#N)C#N,http://molview.org/?q=O=Cn1c(ccc1c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C=O)C#N)C#N,-6.01,-3.24,2.77,1.01,-1.07,0.31,16.05,16.05,16.42,2.08,0.7,6.94,/scratch/adrion.d/workflow/furan_trans
ASXQSPLVGNGJLQ-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc([nH]1)S)c1ccc([nH]1)S,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc([nH]1)S)c1ccc([nH]1)S,-6.2,-3.08,2.1,1.13,-0.8,-0.53,3.19,3.19,5.56,1.93,1.66,6.83,/scratch/adrion.d/workflow/anthracene
ATAVCYXBEHHGRC-UHFFFAOYSA-N,Cc1ccc([nH]1)c1cc2c3cc(c4ccc([nH]4)C)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc([nH]1)C)cc(c5ccc4)c1ccc([nH]1)C,http://molview.org/?q=Cc1ccc([nH]1)c1cc2c3cc(c4ccc([nH]4)C)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc([nH]1)C)cc(c5ccc4)c1ccc([nH]1)C,-5.07,-2.39,2.87,0.26,-1.59,-0.84,0.0,0.0,0.0,1.85,1.1,5.58,/scratch/abreha.b/dibenzoperylenes
ATHGLAZLDUTELK-REGPOSIJSA-N,O/N=C/c1ccc2c(c1)c1cc3c4ccc(cc4c4n3[B@@-]3(n1c2cc1-c2cc(/C=N\O)ccc2-c([n+]31)c4)Cl)/C=N\O,http://molview.org/?q=O/N=C/c1ccc2c(c1)c1cc3c4ccc(cc4c4n3[B@@-]3(n1c2cc1-c2cc(/C=N\O)ccc2-c([n+]31)c4)Cl)/C=N\O,-5.75,-2.61,2.48,0.89,,,8.34,8.34,7.62,,,6.65,/scratch/abreha.b/descriptor_project/subpc
ATTBOIYEJRPCAH-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1nnc(nn1)[N+](=O)[O-])C#N)c1nnc(nn1)[N+](=O)[O-],http://molview.org/?q=N#Cc1c(cc(cc1c1nnc(nn1)[N+](=O)[O-])C#N)c1nnc(nn1)[N+](=O)[O-],-8.05,-4.0,2.12,3.03,,1.63,5.23,5.23,5.24,,1.4,9.53,/scratch/adrion.d/workflow/dicyanobenzene_2_5
ATYJRVIPJARYAE-QURGRASLSA-N,Fc1ccc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc([nH]1)F,http://molview.org/?q=Fc1ccc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc([nH]1)F,-5.28,-2.71,2.6,0.37,-1.55,-0.33,3.09,3.09,1.34,1.92,0.7,6.1,/scratch/adrion.d/workflow/furan_trans
AUHXASBOJKVKEA-UHFFFAOYSA-N,ClC1=CC=C(C1)[C@]1(Cl)N=N1,http://molview.org/?q=ClC1=CC=C(C1)[C@]1(Cl)N=N1,-6.5,-2.49,3.31,1.57,-0.99,-0.36,1.25,1.25,9.61,2.56,1.93,8.0,/scratch/abreha.b/diazirines
AUMICKUKXCMVCU-DQRAZIAOSA-N,ClC1=CC=C(C1)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(C1)Cl,http://molview.org/?q=ClC1=CC=C(C1)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(C1)Cl,-5.51,-3.0,2.31,0.48,,0.52,5.33,5.33,0.0,,-0.04,6.21,/scratch/mileson.b/thiophene_cis
AUMICKUKXCMVCU-QURGRASLSA-N,ClC1=CC=C(C1)c1ccc(s1)/N=N/c1ccc(s1)C1=CC=C(C1)Cl,http://molview.org/?q=ClC1=CC=C(C1)c1ccc(s1)/N=N/c1ccc(s1)C1=CC=C(C1)Cl,-5.46,-3.02,2.61,0.52,,-0.01,1.2,1.2,0.82,,0.53,6.2,/scratch/abreha.b/photoswitch_flows/thiophene_trans
AUWBMNGVHBNSHJ-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ncc(s1)OC(F)(F)F)C#N)c1ncc(s1)OC(F)(F)F,http://molview.org/?q=N#Cc1c(cc(cc1c1ncc(s1)OC(F)(F)F)C#N)c1ncc(s1)OC(F)(F)F,-7.01,-3.3,3.71,-0.72,,-3.18,2.18,2.18,2.95,,2.46,8.29,/scratch/adrion.d/workflow/dicyanobenzene_2_5
AVDSDWZAIPGUGX-UHFFFAOYSA-N,FC(Oc1ccc([nH]1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc([nH]1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1ccc([nH]1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc([nH]1)OC(F)(F)F)(F)F,-6.29,-3.11,2.2,1.29,-0.83,,1.01,1.01,,2.12,,7.15,/scratch/adrion.d/workflow/anthracene
AVHMRWXPUVPPPT-UHFFFAOYSA-N,[O-][N+](=O)C#Cc1cc2c3cc(C#C[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)C#C[N+](=O)[O-])cc(c5ccc4)C#C[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)C#Cc1cc2c3cc(C#C[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)C#C[N+](=O)[O-])cc(c5ccc4)C#C[N+](=O)[O-],-6.29,-4.08,2.56,1.4,-0.14,,0.0,0.0,0.02,1.54,,7.65,/scratch/abreha.b/dibenzoperylenes
AVLJFDNELATYBM-UHFFFAOYSA-N,Sc1ccc(s1)c1cc2ccc3c4c2c2c1ccc1c2c4c(cc1c1ccc(s1)S)cc3,http://molview.org/?q=Sc1ccc(s1)c1cc2ccc3c4c2c2c1ccc1c2c4c(cc1c1ccc(s1)S)cc3,-5.91,-2.12,3.13,,,,3.21,3.21,8.43,2.58,2.16,,/scratch/abreha.b/descriptor_project/dbf_1
AVRPZRBBZUJNAE-KVJLFNRQSA-N,N#C/N=C/c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=N/C#N,http://molview.org/?q=N#C/N=C/c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=N/C#N,-8.04,-3.77,2.72,3.09,,0.74,4.39,4.39,7.44,,2.35,9.33,/scratch/adrion.d/workflow/anthracene
AWKDEEXFAVIGAF-ISLYRVAYSA-N,C=Cc1ccc(cc1)/N=N/c1ccc(cc1)C=C,http://molview.org/?q=C=Cc1ccc(cc1)/N=N/c1ccc(cc1)C=C,-6.33,-2.74,2.79,1.58,,0.52,0.1,0.1,3.52,,1.06,7.22,/scratch/adrion.d/workflow/benzene_trans
AWKDEEXFAVIGAF-ZCXUNETKSA-N,C=Cc1ccc(cc1)/N=N\c1ccc(cc1)C=C,http://molview.org/?q=C=Cc1ccc(cc1)/N=N\c1ccc(cc1)C=C,-6.21,-2.48,2.72,1.16,,0.65,4.65,4.65,3.58,,0.51,6.98,/scratch/abreha.b/photoswitch_flows/benzene_cis
AWZZBLPXDOHIMP-UHFFFAOYSA-N,FC(c1cnc(nc1)[C@@]1(N=N1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1cnc(nc1)[C@@]1(N=N1)C(F)(F)F)(F)F,-8.31,-2.88,3.79,3.59,-0.16,0.47,2.18,2.18,5.16,3.75,3.12,10.06,/scratch/abreha.b/diazirines
AXKLERBIHDLHAI-UHFFFAOYSA-N,OC1(O)N=N1,http://molview.org/?q=OC1(O)N=N1,-7.77,-2.32,3.23,2.55,-0.6,,3.69,3.69,7.12,3.15,,9.44,/scratch/abreha.b/diazirines
AXQSIRAKZPLURQ-UHFFFAOYSA-N,FC(c1ccc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(o1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1ccc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(o1)C(F)(F)F)(F)F,-5.49,-2.64,1.48,0.68,-1.3,-0.49,0.61,0.61,0.3,1.98,1.17,6.45,/scratch/abreha.b/dibenzoperylenes_2sub
AXWUCDKPOILRRQ-UHFFFAOYSA-N,N#Cc1ccc(n1C)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(n1C)C#N,http://molview.org/?q=N#Cc1ccc(n1C)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(n1C)C#N,-6.62,-3.23,2.44,1.89,-0.76,-0.22,7.52,7.52,1.75,2.65,2.11,7.66,/scratch/adrion.d/workflow/anthracene
AXZRRXTWVUZUPK-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(s1)[N+](=O)[O-])c1ncc(s1)[N+](=O)[O-],http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(s1)[N+](=O)[O-])c1ncc(s1)[N+](=O)[O-],-7.47,-3.71,2.49,2.46,-0.28,,6.35,6.35,4.33,2.74,,8.69,/scratch/adrion.d/workflow/anthracene
AYCGNWNXOHZMGY-DQRAZIAOSA-N,c1ccc([nH]1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1ccc[nH]1,http://molview.org/?q=c1ccc([nH]1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1ccc[nH]1,-5.18,-2.34,2.61,0.41,,0.1,8.57,8.57,5.87,,0.31,5.85,/scratch/abreha.b/photoswitch_flows/pyrrole_cis
AYECXPYIIQPIDX-FMQUCBEESA-N,Sc1ncc([nH]1)c1ccc(s1)/N=N/c1ccc(s1)c1cnc([nH]1)S,http://molview.org/?q=Sc1ncc([nH]1)c1ccc(s1)/N=N/c1ccc(s1)c1cnc([nH]1)S,-5.49,-2.91,2.83,0.66,,-0.05,0.01,0.01,0.0,,0.71,6.24,/scratch/abreha.b/photoswitch_flows/thiophene_trans
AYECXPYIIQPIDX-VXPUYCOJSA-N,Sc1ncc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1cnc([nH]1)S,http://molview.org/?q=Sc1ncc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1cnc([nH]1)S,-5.6,-2.93,2.37,0.57,,0.42,10.19,10.19,7.76,,0.15,6.32,/scratch/mileson.b/thiophene_cis
AZBSMPUUXDDOLI-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccco1)c1ccco1,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccco1)c1ccco1,-6.4,-3.11,2.16,1.73,-0.8,-0.26,3.21,3.21,6.97,2.53,1.99,7.4,/scratch/adrion.d/workflow/anthracene
AZBXYFYSDQYJMH-UHFFFAOYSA-N,Fc1csc(n1)[C@]1(F)N=N1,http://molview.org/?q=Fc1csc(n1)[C@]1(F)N=N1,-7.39,-2.8,3.18,2.44,-0.58,0.03,4.19,4.19,9.81,3.02,2.41,9.06,/scratch/abreha.b/diazirines
AZFCEKURMUNYMW-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1[nH]cc(c1)OC)C#N)c1[nH]cc(c1)OC,http://molview.org/?q=N#Cc1c(cc(cc1c1[nH]cc(c1)OC)C#N)c1[nH]cc(c1)OC,-5.69,-2.77,2.72,-1.3,,,3.58,3.58,7.84,,,7.07,/scratch/adrion.d/workflow/dicyanobenzene_2_5
AZQLWKPFVGCQSP-IESJRNOISA-N,N#C/N=C\c1ccc(cc1)/N=N\c1ccc(cc1)/C=N\C#N,http://molview.org/?q=N#C/N=C\c1ccc(cc1)/N=N\c1ccc(cc1)/C=N\C#N,-6.97,-3.29,2.59,1.8,,1.27,11.13,11.13,8.78,,0.53,8.09,/scratch/abreha.b/photoswitch_flows/benzene_cis
AZQLWKPFVGCQSP-XPZLCZKUSA-N,N#C/N=C\c1ccc(cc1)/N=N/c1ccc(cc1)/C=N/C#N,http://molview.org/?q=N#C/N=C\c1ccc(cc1)/N=N/c1ccc(cc1)/C=N/C#N,-7.31,-3.66,2.72,2.16,,0.93,4.21,4.21,4.46,,1.23,8.49,/scratch/adrion.d/workflow/benzene_trans
AZTKBMGRKFMQOS-OCEACIFDSA-N,FC(Oc1coc(n1)c1ccc(s1)/N=N/c1ccc(s1)c1occ(n1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1coc(n1)c1ccc(s1)/N=N/c1ccc(s1)c1occ(n1)OC(F)(F)F)(F)F,-6.28,-3.39,2.9,1.27,,0.44,6.74,6.74,6.65,,0.83,7.12,/scratch/abreha.b/photoswitch_flows/thiophene_trans
AZTKBMGRKFMQOS-QPLCGJKRSA-N,FC(Oc1coc(n1)c1ccc(s1)/N=N\c1ccc(s1)c1occ(n1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1coc(n1)c1ccc(s1)/N=N\c1ccc(s1)c1occ(n1)OC(F)(F)F)(F)F,-6.23,-3.28,2.36,-3.81,,-4.01,5.87,5.87,6.5,,0.2,7.06,/scratch/mileson.b/thiophene_cis
BBCYNIFNXFFIJX-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1cnc([nH]1)C)C#N)c1cnc([nH]1)C,http://molview.org/?q=N#Cc1c(cc(cc1c1cnc([nH]1)C)C#N)c1cnc([nH]1)C,-6.26,-2.83,2.99,-1.04,,-3.06,6.88,6.88,10.97,,2.02,7.58,/scratch/adrion.d/workflow/dicyanobenzene_2_5
BBXCFOJWLJKRRG-VHXPQNKSSA-N,Clc1cnc(nc1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(cn1)Cl,http://molview.org/?q=Clc1cnc(nc1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(cn1)Cl,-6.23,-3.19,2.33,1.16,,0.93,5.84,5.84,4.83,,0.23,6.87,/scratch/mileson.b/thiophene_cis
BBXCFOJWLJKRRG-WCWDXBQESA-N,Clc1cnc(nc1)c1ccc(s1)/N=N/c1ccc(s1)c1ncc(cn1)Cl,http://molview.org/?q=Clc1cnc(nc1)c1ccc(s1)/N=N/c1ccc(s1)c1ncc(cn1)Cl,-6.31,-3.32,2.97,1.32,,0.43,0.0,0.0,0.0,,0.89,7.0,/scratch/abreha.b/photoswitch_flows/thiophene_trans
BCAIIJAFDBXREC-QPLCGJKRSA-N,Sc1ccc(nc1)c1ccc(cc1)/N=N\c1ccc(cc1)c1ccc(cn1)S,http://molview.org/?q=Sc1ccc(nc1)c1ccc(cc1)/N=N\c1ccc(cc1)c1ccc(cn1)S,-6.14,-2.5,2.7,1.17,,,9.0,9.0,7.56,,,6.75,/scratch/abreha.b/photoswitch_flows/benzene_cis
BDEQXSJYGBXUJO-ISLYRVAYSA-N,[O-][N+](=O)c1ccc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(o1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1ccc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(o1)[N+](=O)[O-],-6.2,-3.66,2.69,1.34,-0.57,0.62,0.0,0.0,0.02,1.91,0.72,7.25,/scratch/adrion.d/workflow/furan_trans
BDEYIGWYOMXLBM-UHFFFAOYSA-N,FC(OC1=CC=C(S1(=O)=O)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C1=CC=C(S1(=O)=O)OC(F)(F)F)(F)F,http://molview.org/?q=FC(OC1=CC=C(S1(=O)=O)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C1=CC=C(S1(=O)=O)OC(F)(F)F)(F)F,-7.12,-3.45,1.75,2.23,,,11.73,11.73,11.96,,,8.14,/scratch/adrion.d/workflow/anthracene
BDYLORXWYMEOLC-MWQXNLTMSA-N,FC(/N=C\c1ccc(o1)/N=N/c1ccc(o1)/C=N/C(F)(F)F)(F)F,http://molview.org/?q=FC(/N=C\c1ccc(o1)/N=N/c1ccc(o1)/C=N/C(F)(F)F)(F)F,-6.8,-3.7,2.88,1.83,,1.07,10.63,10.63,9.66,,0.76,7.97,/scratch/adrion.d/workflow/furan_trans
BDZZBEZJWZHGIU-ISLYRVAYSA-N,Sc1coc(n1)c1ccc(s1)/N=N/c1ccc(s1)c1occ(n1)S,http://molview.org/?q=Sc1coc(n1)c1ccc(s1)/N=N/c1ccc(s1)c1occ(n1)S,-6.03,-3.27,2.86,1.12,,,3.94,3.94,3.52,,,6.8,/scratch/abreha.b/photoswitch_flows/thiophene_trans
BDZZBEZJWZHGIU-ZCXUNETKSA-N,Sc1coc(n1)c1ccc(s1)/N=N\c1ccc(s1)c1occ(n1)S,http://molview.org/?q=Sc1coc(n1)c1ccc(s1)/N=N\c1ccc(s1)c1occ(n1)S,-6.12,-3.22,2.34,1.06,,0.86,4.52,4.52,3.78,,0.2,6.78,/scratch/mileson.b/thiophene_cis
BENYSEOCGASLPP-UHFFFAOYSA-N,N#Cc1cnc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(cn1)C#N,http://molview.org/?q=N#Cc1cnc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(cn1)C#N,-5.63,-2.92,1.49,0.8,-1.06,,7.38,7.38,9.22,1.86,,6.59,/scratch/abreha.b/dibenzoperylenes_2sub
BESIOADPVLCNLJ-UHFFFAOYSA-N,c1ccc(nc1)[C@@H]1N=N1,http://molview.org/?q=c1ccc(nc1)[C@@H]1N=N1,-7.3,-2.26,3.34,2.38,-0.86,-0.26,3.09,3.09,7.3,3.24,2.64,8.83,/scratch/abreha.b/diazirines
BEXLDUTWEBQKRT-UHFFFAOYSA-N,N#Cc1coc(n1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1occ(n1)C#N,http://molview.org/?q=N#Cc1coc(n1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1occ(n1)C#N,-7.36,-3.4,2.47,2.56,,0.07,12.94,12.94,9.4,,2.49,8.55,/scratch/adrion.d/workflow/anthracene
BFAPCIQLGNDZKX-OCEACIFDSA-N,FC(C1=CC=C(S1(=O)=O)c1ccc(o1)/N=N/c1ccc(o1)C1=CC=C(S1(=O)=O)C(F)(F)F)(F)F,http://molview.org/?q=FC(C1=CC=C(S1(=O)=O)c1ccc(o1)/N=N/c1ccc(o1)C1=CC=C(S1(=O)=O)C(F)(F)F)(F)F,-6.33,-3.87,2.45,1.46,,1.04,0.74,0.74,0.84,,0.42,7.29,/scratch/adrion.d/workflow/furan_trans
BFXHBNJIWVYUCK-FLWNBWAVSA-N,FC(Oc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)OC(F)(F)F)(F)F,-6.0,-3.0,2.44,0.88,,0.15,4.3,4.3,3.3,,0.73,6.79,/scratch/mileson.b/thiophene_cis
BFXHBNJIWVYUCK-QVIHXGFCSA-N,FC(Oc1ccc(cc1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(cc1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1ccc(cc1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(cc1)OC(F)(F)F)(F)F,-6.04,-3.04,3.16,1.06,,0.21,0.0,0.0,0.0,,0.85,6.88,/scratch/abreha.b/photoswitch_flows/thiophene_trans
BGEFUZNAKBDKQS-QPLCGJKRSA-N,N#Cc1ccc([nH]1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1ccc([nH]1)C#N,http://molview.org/?q=N#Cc1ccc([nH]1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1ccc([nH]1)C#N,-5.45,-2.39,2.6,1.24,,0.89,3.46,3.46,3.09,,0.35,6.68,/scratch/abreha.b/photoswitch_flows/pyrrole_cis
BGXSTWHBPDARFO-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1occ(n1)Cl)c1occ(n1)Cl,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1occ(n1)Cl)c1occ(n1)Cl,-7.0,-3.36,2.26,2.34,-0.53,0.03,3.63,3.63,7.97,2.87,2.31,8.02,/scratch/adrion.d/workflow/anthracene
